Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,New York City,United States,Carlos Daly,20.00%,1,20-11-2017,CA-2017-111556,10035,"Sauder Camden County Collection Libraries, Planked Cherry Finish",-25,2,East,184,Consumer,22-11-2017,First Class,New York,Bookcases
Technology,New York City,United States,Carlos Daly,0.00%,1,20-11-2017,CA-2017-111556,10035,Samsung Galaxy Mega 6.3,328,3,East,"1,260",Consumer,22-11-2017,First Class,New York,Phones
Office Supplies,New York City,United States,Carlos Daly,0.00%,1,20-11-2017,CA-2017-111556,10035,Boston KS Multi-Size Manual Pencil Sharpener,19,3,East,69,Consumer,22-11-2017,First Class,New York,Art
Office Supplies,Dallas,United States,Ken Black,20.00%,1,08-09-2016,CA-2016-108868,75081,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,6,2,Central,70,Corporate,12-09-2016,Standard Class,Texas,Art
Technology,Dallas,United States,Ken Black,20.00%,1,08-09-2016,CA-2016-108868,75081,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",22,5,Central,60,Corporate,12-09-2016,Standard Class,Texas,Phones
Office Supplies,Springfield,United States,Scot Wooten,20.00%,1,20-07-2014,CA-2014-142965,45503,Fellowes Neat Ideas Storage Cubes,-5,1,East,26,Consumer,20-07-2014,Same Day,Ohio,Storage
Office Supplies,Springfield,United States,Scot Wooten,70.00%,1,20-07-2014,CA-2014-142965,45503,Ibico Plastic Spiral Binding Combs,-22,3,East,27,Consumer,20-07-2014,Same Day,Ohio,Binders
Technology,San Diego,United States,Anna Häberlin,20.00%,1,15-11-2016,CA-2016-148740,92024,Polycom SoundPoint IP 450 VoIP phone,27,2,West,361,Corporate,19-11-2016,Standard Class,California,Phones
Furniture,Philadelphia,United States,John Lee,30.00%,1,07-07-2014,US-2014-138758,19120,"Global High-Back Leather Tilter, Burgundy",-47,2,East,172,Consumer,11-07-2014,Standard Class,Pennsylvania,Chairs
Furniture,Philadelphia,United States,John Lee,20.00%,1,07-07-2014,US-2014-138758,19120,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",12,2,East,69,Consumer,11-07-2014,Standard Class,Pennsylvania,Furnishings
Office Supplies,Columbia,United States,Gary Zandusky,0.00%,1,17-03-2016,CA-2016-131737,21044,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",90,5,East,200,Consumer,17-03-2016,Same Day,Maryland,Envelopes
Office Supplies,Columbia,United States,Gary Zandusky,0.00%,1,17-03-2016,CA-2016-131737,21044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,298,3,East,902,Consumer,17-03-2016,Same Day,Maryland,Appliances
Furniture,Columbia,United States,Gary Zandusky,0.00%,1,17-03-2016,CA-2016-131737,21044,Electrix Halogen Magnifier Lamp,253,5,East,972,Consumer,17-03-2016,Same Day,Maryland,Furnishings
Office Supplies,Colorado Springs,United States,Roy Collins,20.00%,1,26-12-2016,CA-2016-114538,80906,SANFORD Major Accent Highlighters,3,2,West,11,Consumer,27-12-2016,First Class,Colorado,Art
Office Supplies,New York City,United States,Clay Ludtke,0.00%,1,02-09-2014,CA-2014-127936,10009,SANFORD Major Accent Highlighters,8,3,East,21,Consumer,04-09-2014,First Class,New York,Art
Technology,Philadelphia,United States,Mitch Webber,20.00%,1,05-07-2015,CA-2015-164336,19140,HP Standard 104 key PS/2 Keyboard,2,3,East,35,Consumer,10-07-2015,Standard Class,Pennsylvania,Accessories
Office Supplies,Philadelphia,United States,Mitch Webber,20.00%,1,05-07-2015,CA-2015-164336,19140,Acco Perma 4000 Stacking Storage Drawers,-2,3,East,39,Consumer,10-07-2015,Standard Class,Pennsylvania,Storage
Office Supplies,Columbus,United States,Barbara Fisher,0.00%,1,20-11-2016,CA-2016-100041,47201,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4,2,Central,9,Corporate,25-11-2016,Standard Class,Indiana,Paper
Office Supplies,Columbus,United States,Barbara Fisher,0.00%,1,20-11-2016,CA-2016-100041,47201,Xerox 189,151,3,Central,315,Corporate,25-11-2016,Standard Class,Indiana,Paper
Office Supplies,Columbus,United States,Barbara Fisher,0.00%,1,20-11-2016,CA-2016-100041,47201,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,1,Central,5,Corporate,25-11-2016,Standard Class,Indiana,Binders
Office Supplies,Los Angeles,United States,Steve Nguyen,0.00%,1,06-05-2014,US-2014-154879,90004,Staple-on labels,3,2,West,6,Home Office,11-05-2014,Standard Class,California,Labels
Office Supplies,Los Angeles,United States,Steve Nguyen,0.00%,1,06-05-2014,US-2014-154879,90004,Model L Table or Wall-Mount Pencil Sharpener,30,6,West,108,Home Office,11-05-2014,Standard Class,California,Art
Office Supplies,New York City,United States,Toby Braunhardt,0.00%,1,21-06-2014,CA-2014-130624,10024,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",9,3,East,20,Consumer,24-06-2014,First Class,New York,Paper
Technology,New York City,United States,Toby Braunhardt,0.00%,1,21-06-2014,CA-2014-130624,10024,GE 2-Jack Phone Line Splitter,161,3,East,618,Consumer,24-06-2014,First Class,New York,Phones
Office Supplies,New York City,United States,Toby Braunhardt,0.00%,1,21-06-2014,CA-2014-130624,10024,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",27,3,East,60,Consumer,24-06-2014,First Class,New York,Appliances
Office Supplies,Lawrence,United States,Jennifer Braxton,0.00%,1,19-08-2017,CA-2017-132339,1841,Fellowes PB300 Plastic Comb Binding Machine,182,1,East,388,Corporate,23-08-2017,Standard Class,Massachusetts,Binders
Technology,San Francisco,United States,Alan Hwang,20.00%,1,29-11-2014,CA-2014-153983,94122,Wilson SignalBoost 841262 DB PRO Amplifier Kit,72,2,West,576,Consumer,06-12-2014,Standard Class,California,Phones
Office Supplies,San Francisco,United States,Alan Hwang,0.00%,1,29-11-2014,CA-2014-153983,94122,Staples,15,5,West,30,Consumer,06-12-2014,Standard Class,California,Fasteners
Office Supplies,Detroit,United States,Ken Lonsdale,0.00%,1,09-04-2017,CA-2017-112900,48205,GBC Recycled Regency Composition Covers,220,8,Central,478,Consumer,12-04-2017,Second Class,Michigan,Binders
Furniture,Hamilton,United States,Mark Hamilton,20.00%,1,20-12-2014,CA-2014-160157,45011,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,-21,3,East,191,Consumer,27-12-2014,Standard Class,Ohio,Furnishings
Office Supplies,Columbus,United States,Erin Creighton,70.00%,1,17-12-2014,CA-2014-139633,43229,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,-4,4,East,5,Consumer,24-12-2014,Standard Class,Ohio,Binders
Office Supplies,Chicago,United States,Greg Hansen,20.00%,1,17-11-2015,CA-2015-163090,60610,Acme Box Cutter Scissors,3,5,Central,41,Consumer,21-11-2015,Second Class,Illinois,Supplies
Office Supplies,Margate,United States,Sanjit Chand,20.00%,1,04-03-2014,CA-2014-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",2,3,South,16,Consumer,09-03-2014,Standard Class,Florida,Art
Office Supplies,Sandy Springs,United States,Todd Boyes,0.00%,1,18-05-2017,CA-2017-159464,30328,"Acco Six-Outlet Power Strip, 4' Cord Length",4,2,South,17,Corporate,19-05-2017,First Class,Georgia,Appliances
Furniture,Sandy Springs,United States,Todd Boyes,0.00%,1,18-05-2017,CA-2017-159464,30328,Hon 4-Shelf Metal Bookcases,76,3,South,303,Corporate,19-05-2017,First Class,Georgia,Bookcases
Technology,Sandy Springs,United States,Todd Boyes,0.00%,1,18-05-2017,CA-2017-159464,30328,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16,5,South,35,Corporate,19-05-2017,First Class,Georgia,Phones
Office Supplies,Sandy Springs,United States,Todd Boyes,0.00%,1,18-05-2017,CA-2017-159464,30328,Poly Designer Cover & Back,55,6,South,114,Corporate,19-05-2017,First Class,Georgia,Binders
Technology,Sandy Springs,United States,Todd Boyes,0.00%,1,18-05-2017,CA-2017-159464,30328,Apple EarPods with Remote and Mic,16,2,South,56,Corporate,19-05-2017,First Class,Georgia,Phones
Office Supplies,Albuquerque,United States,David Wiener,0.00%,1,22-09-2017,US-2017-103226,87105,Southworth 25% Cotton Linen-Finish Paper & Envelopes,12,3,West,27,Corporate,28-09-2017,Standard Class,New Mexico,Paper
Furniture,Tulsa,United States,Clay Ludtke,0.00%,1,21-03-2017,CA-2017-119452,74133,"Global Leather and Oak Executive Chair, Black",524,6,Central,"1,806",Consumer,27-03-2017,Standard Class,Oklahoma,Chairs
Office Supplies,Orange,United States,Liz Thompson,0.00%,1,14-09-2017,CA-2017-147725,7050,Boston Home & Office Model 2000 Electric Pencil Sharpeners,18,3,East,71,Consumer,14-09-2017,Same Day,New Jersey,Art
Office Supplies,Henderson,United States,Arthur Prichep,0.00%,1,03-11-2016,CA-2016-168893,42420,Advantus Plastic Paper Clips,10,4,South,20,Consumer,08-11-2016,Second Class,Kentucky,Fasteners
Office Supplies,Henderson,United States,Arthur Prichep,0.00%,1,03-11-2016,CA-2016-168893,42420,Economy #2 Pencils,2,3,South,8,Consumer,08-11-2016,Second Class,Kentucky,Art
Furniture,Henderson,United States,Arthur Prichep,0.00%,1,03-11-2016,CA-2016-168893,42420,Magna Visual Magnetic Picture Hangers,9,5,South,24,Consumer,08-11-2016,Second Class,Kentucky,Furnishings
Office Supplies,Henderson,United States,Arthur Prichep,0.00%,1,03-11-2016,CA-2016-168893,42420,Boston 16750 Black Compact Battery Pencil Sharpener,3,1,South,9,Consumer,08-11-2016,Second Class,Kentucky,Art
Furniture,Henderson,United States,Arthur Prichep,0.00%,1,03-11-2016,CA-2016-168893,42420,Global Adaptabilities Conference Tables,160,3,South,843,Consumer,08-11-2016,Second Class,Kentucky,Tables
Office Supplies,Chicago,United States,Christy Brittain,80.00%,1,03-05-2016,CA-2016-163398,60653,Heavy-Duty E-Z-D Binders,-4,1,Central,2,Consumer,08-05-2016,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,Christy Brittain,20.00%,1,03-05-2016,CA-2016-163398,60653,Newell 316,3,7,Central,27,Consumer,08-05-2016,Standard Class,Illinois,Art
Office Supplies,Chicago,United States,Christy Brittain,80.00%,1,03-05-2016,CA-2016-163398,60653,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,-71,3,Central,26,Consumer,08-05-2016,Standard Class,Illinois,Appliances
Office Supplies,Port Arthur,United States,Meg Tillman,20.00%,1,27-12-2016,CA-2016-162726,77642,Xerox 214,4,2,Central,10,Consumer,02-01-2017,Standard Class,Texas,Paper
Office Supplies,Port Arthur,United States,Meg Tillman,20.00%,1,27-12-2016,CA-2016-162726,77642,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",7,4,Central,24,Consumer,02-01-2017,Standard Class,Texas,Paper
Technology,Westland,United States,Dennis Kane,0.00%,1,22-07-2016,US-2016-111290,48185,Plantronics Audio 995 Wireless Stereo Headset,36,1,Central,110,Consumer,26-07-2016,Standard Class,Michigan,Accessories
Office Supplies,Westland,United States,Dennis Kane,0.00%,1,22-07-2016,US-2016-111290,48185,Fellowes Staxonsteel Drawer Files,135,5,Central,966,Consumer,26-07-2016,Standard Class,Michigan,Storage
Office Supplies,Westland,United States,Dennis Kane,0.00%,1,22-07-2016,US-2016-111290,48185,Avery Hi-Liter Smear-Safe Highlighters,11,5,Central,29,Consumer,26-07-2016,Standard Class,Michigan,Art
Office Supplies,Westland,United States,Dennis Kane,0.00%,1,22-07-2016,US-2016-111290,48185,Xerox 192,16,5,Central,32,Consumer,26-07-2016,Standard Class,Michigan,Paper
Office Supplies,Bloomington,United States,Steven Roelle,0.00%,1,16-11-2014,US-2014-147704,47401,"#10 White Business Envelopes,4 1/8 x 9 1/2",37,5,Central,78,Home Office,21-11-2014,Standard Class,Indiana,Envelopes
Office Supplies,Bloomington,United States,Steven Roelle,0.00%,1,16-11-2014,US-2014-147704,47401,Xerox 1954,14,6,Central,32,Home Office,21-11-2014,Standard Class,Indiana,Paper
Office Supplies,Bloomington,United States,Steven Roelle,0.00%,1,16-11-2014,US-2014-147704,47401,Wilson Jones Active Use Binders,14,4,Central,29,Home Office,21-11-2014,Standard Class,Indiana,Binders
Office Supplies,Bloomington,United States,Steven Roelle,0.00%,1,16-11-2014,US-2014-147704,47401,"File Shuttle II and Handi-File, Black",42,5,Central,169,Home Office,21-11-2014,Standard Class,Indiana,Storage
Furniture,Los Angeles,United States,Logan Haushalter,0.00%,1,19-06-2015,CA-2015-121965,90032,Eldon 200 Class Desk Accessories,4,2,West,13,Consumer,23-06-2015,Standard Class,California,Furnishings
Office Supplies,Los Angeles,United States,Logan Haushalter,0.00%,1,19-06-2015,CA-2015-121965,90032,Xerox 231,3,1,West,6,Consumer,23-06-2015,Standard Class,California,Paper
Office Supplies,Los Angeles,United States,Logan Haushalter,0.00%,1,19-06-2015,CA-2015-121965,90032,Cameo Buff Policy Envelopes,88,3,West,187,Consumer,23-06-2015,Standard Class,California,Envelopes
Furniture,San Francisco,United States,Anna Andreadi,0.00%,1,04-07-2016,CA-2016-147137,94109,"Master Caster Door Stop, Brown",9,5,West,25,Consumer,06-07-2016,First Class,California,Furnishings
Office Supplies,San Francisco,United States,Anna Andreadi,0.00%,1,04-07-2016,CA-2016-147137,94109,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",21,2,West,44,Consumer,06-07-2016,First Class,California,Envelopes
Furniture,San Francisco,United States,Anna Andreadi,15.00%,1,04-07-2016,CA-2016-147137,94109,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",226,5,West,"1,279",Consumer,06-07-2016,First Class,California,Bookcases
Office Supplies,San Francisco,United States,Anna Andreadi,0.00%,1,04-07-2016,CA-2016-147137,94109,Eldon Shelf Savers Cubes and Bins,1,4,West,28,Consumer,06-07-2016,First Class,California,Storage
Furniture,San Francisco,United States,Ann Steele,20.00%,1,03-09-2015,US-2015-146745,94110,Office Star - Ergonomically Designed Knee Chair,-13,2,West,130,Home Office,08-09-2015,Standard Class,California,Chairs
Office Supplies,San Francisco,United States,Ann Steele,20.00%,1,03-09-2015,US-2015-146745,94110,"Avery Durable Slant Ring Binders, No Labels",2,2,West,6,Home Office,08-09-2015,Standard Class,California,Binders
Office Supplies,San Jose,United States,Matt Collins,0.00%,1,07-08-2017,CA-2017-115175,95123,Xerox 1891,115,5,West,245,Consumer,12-08-2017,Standard Class,California,Paper
Office Supplies,Denver,United States,Sanjit Engle,20.00%,1,13-03-2017,CA-2017-105851,80219,Martin Yale Chadless Opener Electric Letter Opener,-300,2,West,"1,332",Consumer,20-03-2017,Standard Class,Colorado,Supplies
Furniture,Aurora,United States,Darrin Sayre,20.00%,1,28-09-2017,US-2017-125717,80013,Dana Halogen Swing-Arm Architect Lamp,3,1,West,33,Home Office,01-10-2017,First Class,Colorado,Furnishings
Office Supplies,Aurora,United States,Darrin Sayre,20.00%,1,28-09-2017,US-2017-125717,80013,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",-29,2,West,147,Home Office,01-10-2017,First Class,Colorado,Storage
Technology,Aurora,United States,Darrin Sayre,20.00%,1,28-09-2017,US-2017-125717,80013,Lenovo 17-Key USB Numeric Keypad,1,2,West,54,Home Office,01-10-2017,First Class,Colorado,Accessories
Office Supplies,Aurora,United States,Darrin Sayre,70.00%,1,28-09-2017,US-2017-125717,80013,GBC DocuBind P50 Personal Binding Machine,-59,4,West,77,Home Office,01-10-2017,First Class,Colorado,Binders
Office Supplies,Aurora,United States,Darrin Sayre,20.00%,1,28-09-2017,US-2017-125717,80013,Xerox 1992,5,3,West,14,Home Office,01-10-2017,First Class,Colorado,Paper
Office Supplies,Aurora,United States,Darrin Sayre,20.00%,1,28-09-2017,US-2017-125717,80013,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,26,2,West,210,Home Office,01-10-2017,First Class,Colorado,Appliances
Office Supplies,Boise,United States,Noel Staavos,20.00%,1,07-08-2015,CA-2015-163895,83704,"ACCOHIDE 3-Ring Binder, Blue, 1""",1,1,West,3,Corporate,11-08-2015,Standard Class,Idaho,Binders
Office Supplies,New York City,United States,Kelly Andreada,0.00%,1,24-11-2017,CA-2017-168641,10035,"Crayola Anti Dust Chalk, 12/Pack",7,9,East,16,Consumer,01-12-2017,Standard Class,New York,Art
Office Supplies,New York City,United States,Kelly Andreada,0.00%,1,24-11-2017,CA-2017-168641,10035,Ames Color-File Green Diamond Border X-ray Mailers,79,2,East,168,Consumer,01-12-2017,Standard Class,New York,Envelopes
Furniture,New York City,United States,Kelly Andreada,20.00%,1,24-11-2017,CA-2017-168641,10035,O'Sullivan Plantations 2-Door Library in Landvery Oak,-16,2,East,322,Consumer,01-12-2017,Standard Class,New York,Bookcases
Office Supplies,New York City,United States,Kelly Andreada,0.00%,1,24-11-2017,CA-2017-168641,10035,Xerox 214,6,2,East,13,Consumer,01-12-2017,Standard Class,New York,Paper
Furniture,Philadelphia,United States,Don Jones,30.00%,1,08-05-2017,CA-2017-156895,19140,"Global Armless Task Chair, Royal Blue",-24,3,East,128,Corporate,12-05-2017,Standard Class,Pennsylvania,Chairs
Furniture,Mentor,United States,Maureen Gastineau,30.00%,1,29-09-2017,CA-2017-121300,44060,"Global Wood Trimmed Manager's Task Chair, Khaki",-15,1,East,64,Home Office,29-09-2017,Same Day,Ohio,Chairs
Technology,Mentor,United States,Maureen Gastineau,20.00%,1,29-09-2017,CA-2017-121300,44060,Logitech G700s Rechargeable Gaming Mouse,66,3,East,240,Home Office,29-09-2017,Same Day,Ohio,Accessories
Furniture,Mentor,United States,Maureen Gastineau,40.00%,1,29-09-2017,CA-2017-121300,44060,Riverside Furniture Stanwyck Manor Table Series,-189,2,East,344,Home Office,29-09-2017,Same Day,Ohio,Tables
Office Supplies,Mentor,United States,Maureen Gastineau,20.00%,1,29-09-2017,CA-2017-121300,44060,Xerox 227,5,3,East,16,Home Office,29-09-2017,Same Day,Ohio,Paper
Furniture,Mentor,United States,Maureen Gastineau,20.00%,1,29-09-2017,CA-2017-121300,44060,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,7,4,East,21,Home Office,29-09-2017,Same Day,Ohio,Furnishings
Office Supplies,Mentor,United States,Maureen Gastineau,20.00%,1,29-09-2017,CA-2017-121300,44060,Xerox 1928,3,2,East,8,Home Office,29-09-2017,Same Day,Ohio,Paper
Office Supplies,Lawton,United States,Brian DeCherney,0.00%,1,22-10-2017,CA-2017-130211,73505,Fellowes Recycled Storage Drawers,23,3,Central,333,Consumer,22-10-2017,Same Day,Oklahoma,Storage
Furniture,Lawton,United States,Brian DeCherney,0.00%,1,22-10-2017,CA-2017-130211,73505,Bevis 36 x 72 Conference Tables,55,2,Central,249,Consumer,22-10-2017,Same Day,Oklahoma,Tables
Office Supplies,New York City,United States,Carlos Daly,0.00%,1,24-03-2014,CA-2014-147235,10024,Xerox 190,12,5,East,25,Consumer,28-03-2014,Standard Class,New York,Paper
Office Supplies,Los Angeles,United States,Xylona Preis,0.00%,1,03-11-2016,CA-2016-109365,90049,Stockwell Push Pins,5,7,West,15,Consumer,08-11-2016,Standard Class,California,Fasteners
Office Supplies,Los Angeles,United States,Xylona Preis,0.00%,1,03-11-2016,CA-2016-109365,90049,Holmes 99% HEPA Air Purifier,14,2,West,43,Consumer,08-11-2016,Standard Class,California,Appliances
Office Supplies,Los Angeles,United States,Xylona Preis,20.00%,1,03-11-2016,CA-2016-109365,90049,"Avery Durable Plastic 1"" Binders",16,12,West,44,Consumer,08-11-2016,Standard Class,California,Binders
Office Supplies,Los Angeles,United States,Xylona Preis,0.00%,1,03-11-2016,CA-2016-109365,90049,Xerox 1892,57,3,West,116,Consumer,08-11-2016,Standard Class,California,Paper
Office Supplies,Los Angeles,United States,Xylona Preis,20.00%,1,03-11-2016,CA-2016-109365,90049,Fellowes Black Plastic Comb Bindings,3,2,West,9,Consumer,08-11-2016,Standard Class,California,Binders
Office Supplies,Los Angeles,United States,Xylona Preis,0.00%,1,03-11-2016,CA-2016-109365,90049,Xerox 22,9,3,West,19,Consumer,08-11-2016,Standard Class,California,Paper
Office Supplies,Los Angeles,United States,Xylona Preis,0.00%,1,03-11-2016,CA-2016-109365,90049,Multicolor Computer Printout Paper,151,3,West,315,Consumer,08-11-2016,Standard Class,California,Paper
Office Supplies,Houston,United States,Cathy Armstrong,80.00%,1,05-09-2015,CA-2015-162621,77036,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",-25,5,Central,16,Home Office,11-09-2015,Standard Class,Texas,Binders
Office Supplies,Houston,United States,Cathy Armstrong,20.00%,1,05-09-2015,CA-2015-162621,77036,Stiletto Hand Letter Openers,-15,9,Central,69,Home Office,11-09-2015,Standard Class,Texas,Supplies
Office Supplies,Houston,United States,Cathy Armstrong,80.00%,1,05-09-2015,CA-2015-162621,77036,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",-8,3,Central,4,Home Office,11-09-2015,Standard Class,Texas,Binders
Furniture,Los Angeles,United States,Janet Martin,20.00%,1,14-08-2017,CA-2017-105921,90032,Chromcraft Round Conference Tables,5,3,West,418,Consumer,21-08-2017,Standard Class,California,Tables
Technology,Columbus,United States,Joe Kamberova,40.00%,1,01-12-2014,CA-2014-150798,43229,Sharp 1540cs Digital Laser Copier,110,2,East,660,Consumer,03-12-2014,Second Class,Ohio,Copiers
Furniture,Columbus,United States,Joe Kamberova,20.00%,1,01-12-2014,CA-2014-150798,43229,"Master Caster Door Stop, Brown",1,2,East,8,Consumer,03-12-2014,Second Class,Ohio,Furnishings
Office Supplies,Columbus,United States,Joe Kamberova,20.00%,1,01-12-2014,CA-2014-150798,43229,Xerox 214,13,7,East,36,Consumer,03-12-2014,Second Class,Ohio,Paper
Furniture,Columbus,United States,Joe Kamberova,30.00%,1,01-12-2014,CA-2014-150798,43229,Hon Multipurpose Stacking Arm Chairs,-52,6,East,910,Consumer,03-12-2014,Second Class,Ohio,Chairs
Furniture,Los Angeles,United States,Craig Carreira,15.00%,1,18-06-2017,CA-2017-112753,90032,"Bush Andora Bookcase, Maple/Graphite Gray Finish",76,9,West,918,Consumer,23-06-2017,Standard Class,California,Bookcases
Office Supplies,Los Angeles,United States,Craig Carreira,0.00%,1,18-06-2017,CA-2017-112753,90032,Xerox 1930,19,6,West,39,Consumer,23-06-2017,Standard Class,California,Paper
Office Supplies,Philadelphia,United States,Giulietta Weimer,70.00%,1,02-12-2017,CA-2017-155075,19140,GBC DocuBind 300 Electric Binding Machine,-463,4,East,631,Consumer,09-12-2017,Standard Class,Pennsylvania,Binders
Office Supplies,San Francisco,United States,Georgia Rosenberg,0.00%,1,21-11-2014,CA-2014-103401,94110,Xerox 211,6,2,West,13,Corporate,26-11-2014,Standard Class,California,Paper
Office Supplies,Bakersfield,United States,Filia McAdams,0.00%,1,10-04-2016,CA-2016-124814,93309,Xerox 227,6,2,West,13,Corporate,16-04-2016,Standard Class,California,Paper
Office Supplies,Bakersfield,United States,Filia McAdams,20.00%,1,10-04-2016,CA-2016-124814,93309,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",8,5,West,23,Corporate,16-04-2016,Standard Class,California,Binders
Office Supplies,Houston,United States,Michael Stewart,20.00%,1,30-06-2014,CA-2014-116757,77095,Xerox 225,9,5,Central,26,Corporate,04-07-2014,Standard Class,Texas,Paper
Office Supplies,Houston,United States,Michael Stewart,20.00%,1,30-06-2014,CA-2014-116757,77095,Staples,7,6,Central,21,Corporate,04-07-2014,Standard Class,Texas,Fasteners
Technology,Los Angeles,United States,Ben Ferrer,20.00%,1,24-12-2014,US-2014-138247,90045,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,17,7,West,174,Home Office,29-12-2014,Standard Class,California,Phones
Office Supplies,Los Angeles,United States,Ben Ferrer,0.00%,1,24-12-2014,US-2014-138247,90045,Avanti 4.4 Cu. Ft. Refrigerator,101,2,West,362,Home Office,29-12-2014,Standard Class,California,Appliances
Technology,Los Angeles,United States,Ben Ferrer,0.00%,1,24-12-2014,US-2014-138247,90045,Sony 32GB Class 10 Micro SDHC R40 Memory Card,13,3,West,63,Home Office,29-12-2014,Standard Class,California,Accessories
Technology,Los Angeles,United States,Ben Ferrer,20.00%,1,24-12-2014,US-2014-138247,90045,Cisco Unified IP Phone 7945G VoIP phone,51,3,West,818,Home Office,29-12-2014,Standard Class,California,Phones
Office Supplies,Los Angeles,United States,Ben Ferrer,0.00%,1,24-12-2014,US-2014-138247,90045,Tennsco Commercial Shelving,0,1,West,20,Home Office,29-12-2014,Standard Class,California,Storage
Furniture,Los Angeles,United States,Ben Ferrer,0.00%,1,24-12-2014,US-2014-138247,90045,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6,1,West,24,Home Office,29-12-2014,Standard Class,California,Furnishings
Furniture,Los Angeles,United States,Vivek Sundaresam,20.00%,1,23-05-2017,CA-2017-167003,90036,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-6,3,West,171,Consumer,29-05-2017,Standard Class,California,Tables
Furniture,Springfield,United States,Kalyca Meade,0.00%,1,10-11-2016,CA-2016-119935,65807,3M Polarizing Light Filter Sleeves,17,2,Central,37,Corporate,14-11-2016,Standard Class,Missouri,Furnishings
Office Supplies,Springfield,United States,Kalyca Meade,0.00%,1,10-11-2016,CA-2016-119935,65807,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",39,2,Central,82,Corporate,14-11-2016,Standard Class,Missouri,Binders
Office Supplies,Phoenix,United States,Liz Preis,70.00%,1,02-10-2016,CA-2016-118969,85023,"Premier Elliptical Ring Binder, Black",-40,6,West,55,Consumer,03-10-2016,First Class,Arizona,Binders
Office Supplies,Houston,United States,Bruce Geld,20.00%,1,06-09-2016,CA-2016-145240,77070,"Tenex Personal Project File with Scoop Front Design, Black",1,1,Central,11,Consumer,08-09-2016,First Class,Texas,Storage
Furniture,Hampton,United States,Ben Wallace,0.00%,1,27-10-2016,CA-2016-120873,23666,Global Executive Mid-Back Manager's Chair,76,1,South,291,Consumer,01-11-2016,Second Class,Virginia,Chairs
Office Supplies,Tulsa,United States,Paul Stevenson,0.00%,1,22-10-2017,US-2017-111920,74133,Dixon Ticonderoga Core-Lock Colored Pencils,12,4,Central,36,Home Office,26-10-2017,Standard Class,Oklahoma,Art
Office Supplies,Seattle,United States,Rob Beeghly,0.00%,1,15-09-2016,US-2016-128678,98105,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10,5,West,21,Consumer,20-09-2016,Standard Class,Washington,Paper
Office Supplies,Seattle,United States,Rob Beeghly,20.00%,1,15-09-2016,US-2016-128678,98105,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",16,7,West,49,Consumer,20-09-2016,Standard Class,Washington,Binders
Office Supplies,San Francisco,United States,Julia West,0.00%,1,25-09-2016,CA-2016-101385,94109,BIC Brite Liner Highlighters,7,4,West,17,Consumer,01-10-2016,Standard Class,California,Art
Office Supplies,Jacksonville,United States,Neil Ducich,20.00%,1,10-06-2017,CA-2017-107167,32216,"24 Capacity Maxi Data Binder Racks, Pearl",84,8,South,"1,348",Corporate,14-06-2017,Standard Class,Florida,Storage
Technology,Richmond,United States,Linda Cazamias,0.00%,1,20-02-2014,CA-2014-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22,3,Central,62,Corporate,26-02-2014,Standard Class,Indiana,Accessories
